name,address,latitude,longitude,CVRP
Ølgod Tekniske Værker,"Industrivej 9, 6870 Ølgod, Denmark",55.811388,8.624477,
Ollerup-Vester Skerninge-Ulbølle Fjernvarme,"Svendborgvej 85, 5762 Skerninge, Denmark",55.071871,10.488985,
Ørnhøj-Grønbjerg Kraftvarme,"Kjærsvej 13, 6973 Ørnhøj, Denmark",56.3440901,8.3421649,
Ørsted Fjernvarmeværk,"Rougsøvej 61G, 8950 Ørsted, Denmark",56.497736,10.33031,1001596824
Ørum Varmeværk,"Bøgevej 5-7, 8830 Tjele, Denmark",56.4828175,9.6273436,1000459320
Østbirk Varmeværk,"Industrivej 9, 8752 Østbirk, Denmark",55.967815,9.74289,1000946049
Øster Brønderslev Fjernvarmeselskab,"Ahornvej 26, 9700 Brønderslev, Denmark",57.247415,9.991144
Øster Hornum Varmeværk,"Tingager 11, 9530 Støvring, Denmark",56.931868,9.762721
Øster Hurup Kraftvarmeværk,"Snedkervej 6, 9560 Hadsund, Denmark",56.803528,10.266041
Øster Toreby Varmeværk,"Agrovej 3, 4800 Nykøbing F, Denmark",54.758,11.825915
Østerild Fjernvarme,"Hedevej 1, 7700 Thisted, Denmark",57.031058,8.856763
Østervraa Varmeværk,"Industrivej 3, 9750 Øster-Vrå, Denmark",57.3417,10.2401
Oue Kraftvarmeværk,"Mælkevejen 12, 9500 Hobro, Denmark",56.694893,9.979135,1001327150
Outrup Varmeværk,"Centrum 2, 6855 Outrup, Denmark",55.720531,8.344088,1000217945
Padborg Fjernvarme,"Haraldsdalsvej 11B, 6330 Padborg, Denmark",54.8266,9.3625,1001550440
Præstø Fjernvarme,"Værkstedsvej 3, 4720 Præstø, Denmark",55.114134,12.042337,1002247727
Ræhr Fjernvarme,"Molevej 13, 7730 Hanstholm, Denmark",57.114648,8.616342,1001082841
Ramsing-Lem-Lihme Kraftvarmeværk,"Hasselvej 8, 7860 Spøttrup, Denmark",56.591628,8.79162
Rask Mølle Varmeværk,"Vandværksvej 4, 8763 Rask Mølle, Denmark",55.873145,9.611987,1002992225
Refa Horbelev Fjernvarme,"Søndre Vej 1, 4871 Horbelev",54.818588,12.053318
Ribe Fjernvarme,"Mosevej 100, 6760 Ribe, Denmark",55.34218,8.79026,1002058838
Ringkøbing Fjernvarmeværk,"Isagervej 41, 6950 Ringkøbing",56.090141,8.277016,1003054009
Ringsted Forsyning,"Bragesvej 18, 4100 Ringsted, Denmark",55.429278,11.798537,1017780383
Rise Fjernvarme,"St. Rise Landevej 2, 5970 Ærøskøbing, Denmark",54.85253,10.408678,1007719341
Rødby Varmeværk,"Grønvej 7B, 4970 Rødby, Denmark",54.694546,11.397323,1001573462
Rødbyhavn Fjernvarme,"Jøncksvej 1, 4970 Rødby, Denmark",54.660757,11.360223,1001159796
Rødding Fjernvarme,"Vestermarksvej 2B, 6630 Rødding, Denmark",55.376499,9.058376,1002243368
Rødkærsbro Fjernvarmeværk,"Brandstrupvej 4A, 8840 Rødkærsbro, Denmark",56.352753,9.503951,1001454760
Rødovre Kommunale Fjernvarmeforsyning,"Tæbyvej 77, 2610 Rødovre, Denmark",55.685647,12.453278
Rønde Fjernvarme,"Skrejrupvej 9 C, 8410 Rønde, Denmark",56.307039,10.461949
Rønne Varme,"Sandemandsvej 1A, 3700 Rønne, Denmark",55.094886,14.729166,1016095709
Roslev Fjernvarmeselskab,"Møllebuen 1, 7870 Roslev, Denmark",56.708009,8.981319,1001806990
Rostrup Kraftvarmeværk,"Kildevej 4, 9510 Arden, Denmark",56.730582,9.930317,1001390845
Rundhøj Fjernvarme,"Holmevej 202, 8270 Højbjerg, Denmark",56.118092,10.176919,1001930294
Ry Varmeværk,"Bakkelyvej  3, 8680 Ry, Denmark",56.08341,9.78656,1029969465
Rye Kraftvarmeværk,"Hjarbækvej 7, 8680 Ry, Denmark",56.530125,9.32051,1003568649
Ryomgård Fjernvarme,"Frederikslundvej 1, 8550 Ryomgård, Denmark",56.390979,10.508577
Sæby Varmeværk,"Energivej 1, 9300 Sæby, Denmark",57.318891,10.500876,1002189756
Sakskøbing Fjernvarmeselskab,"Lillemark 25, 4990 Sakskøbing, Denmark",54.802911,11.632048,1002997847
Saltum Fjernvarmeværk,"Ths. Jensensvej 5, 9493 Saltum",57.273618,9.69952,1001529390
Sandved Tornemark Kraftvarmeværk,"Brandholtvej 6A, 4262 Sandved, Denmark",55.255489,11.522774
Sdr. Felding Varmeværk,"Bjergevej 33, 7280 Sønder-Felding, Denmark",55.931538,8.781223
Sdr. Herreds Kraftvarmeværker,"Næssundvej 327, 7960 Karby, Denmark",56.743378,8.602843
Sdr. Omme Varmeværk,"Nedergårdsvej 30, 7260 Sdr. Omme, Denmark",55.845851,8.886338,1001577420
Sig Varmeværk,"Sct. Gertrudsvej 6B, 6800 Varde, Denmark",55.664172,8.573837,1001503654
Silkeborg Forsyning,"Tietgensvej 3, 8600 Silkeborg, Denmark",56.199565,9.577644,1014928169
Sindal Varmeforsyning,"Baggesvognsvej 32, 9870 Sindal, Denmark",57.479906,10.195848,1002097944
Sk Forsyning,"Nordvej 6, 4200 Slagelse",55.41403,11.342991,1009584796
Skærbæk Fjernvarme,"Læssevej 7, 6780 Skærbæk, Denmark",55.158958,8.772457,1001669670
Skagen Varmeværk,"Ellehammervej 21, 9990 Skagen, Denmark",57.735873,10.575532,1010581539
Skals Kraftvarmeværk,"Solbakken 1, 8832 Skals, Denmark",56.557605,9.401316,1000210678
Skanderborg-Hørning Fjernvarme,"Danmarksvej 15, 8660 Skanderborg, Denmark",56.05042,9.943567,1001761239
Skårup Fjernvarme,"Traverskiftet 1, 5881 Skårup Fyn, Denmark",55.091495,10.692962,1001604427
Skive Fjernvarme,"Marius Jensens Vej 3, 7800 Skive, Denmark",56.561919,9.031235,1003169890
Skjern Fjernvarme,"Kongevej 41, 6900 Skjern, Denmark",55.944544,8.494215,1003086480
Skørping Varmeværk,"Skørping Nord 11, 9520 Skørping, Denmark",56.858671,9.890022,1003458829
Skovlund Varmeværk,"Nørremarken 20, 6823 Ansager, Denmark",55.741312,8.70286,1000746895
Skovsgård Varmeværk,"Poststræde 28, 9460 Brovst, Denmark",57.087998,9.492925
Skuldelev Energiselskab,"Egevej 27, 4050 Skibby, Denmark",55.775786,12.017855,1003701860
Slagslunde Fjernvarme,"Blomstervej 17, 3660 Stenløse, Denmark",55.798556,12.217357,1018666886
Smørum Kraftvarme,"Skebjergvej 25, 2765 Smørum, Denmark",55.729495,12.306893,1001535455
Snedsted Fjernvarme,"Idrætsvej 1, 7752 Snedsted, Denmark",56.89318,8.525363
Snertinge-Særslev-Føllenslev Energiselskab,"Kirkemosevej 17, 4591 Føllenslev, Denmark",55.723388,11.37496,
Solrød Fjernvarme,"Lerbækvej 17, 2680 Solrød Strand, Denmark",55.540331,12.208878,1001556073
Sønderborg Forsyning,"Ellegårdvej 8, 6400 Sønderborg, Denmark",54.927034,9.797459
Sønderholm Kraftvarmeværk,"Vestervej 50, 9240 Nibe, Denmark",57.005276,9.729421
Spjald Fjernvarme-Og Vandværk,"Rørvej 1, 6971 Spjald, Denmark",56.12823,8.513123
Stege Fjernvarme,"Elmevej 1 D, 4780 Stege",54.998162,12.284694,1002046635
Stenstrup Fjernvarme,"Hostrupvej 28, 5771 Stenstrup, Denmark",55.130667,10.502042,1002186897
Stoholm Fjernvarmeværk,"Industrivej 16, 7850 Stoholm Jylland, Denmark",56.47916,9.154259,1002279681
Støvring Kraftvarmeværk,"Hjedsbækvej 2, 9530 Støvring, Denmark",56.887721,9.818962,1001070704
Strandby Varmeværk,"Ravmarken 8, 9970 Strandby, Denmark",57.4874,10.488259,1001828049
Struer Energi,"Jyllandsgade 1, 7600 Struer, Denmark",56.490679,8.601625,1008729073
Sunds Forsyning,"Teglgaardsvej 7A, 7451 Sunds, Denmark",56.2042,9.0127,1019474859
Svebølle-Viskinge Fjernvarmeselskab,"Frederiksberg 1D, 4470 Svebølle, Denmark",55.65318,11.290961,1000921589
Svendborg Fjernvarme,"Bagergade 40A, 5700 Svendborg, Denmark",55.061775,10.606753,1003007923
Svogerslev Fjernvarmecentral,"Stamvejen 11, 4000 Roskilde, Denmark",55.63194,12.019077
Sydfalster Varmeværk,"Håndværkervænget 16, 4873 Væggerløse, Denmark",54.71772,11.926582,1001272907
Sydlangeland Fjernvarme,"Østerskovvej 2B, 5932 Humble, Denmark",54.796988,10.714755,1001211691
Taars Varmeværk,"Damhusvej 27, 9830 Tårs, Denmark",57.38961,10.116951
Tarm Varmeværk,"Skolegade 23, 6880 Tarm, Denmark",55.905235,8.524065,1001802909
Tårnby Forsyning,"Gemmas Alle 39, 2770 Kastrup, Denmark",55.627935,12.614395,1029482833
Terndrup Fjernvarme,"Industriparken 30, 9575 Terndrup, Denmark",56.80511,10.061693,1000949978
Thisted Varmeforsyning,"Ringvej 26, 7700 Thisted, Denmark",56.963491,8.703588,1003030685
Thorsager Fjernvarmeværk,"Nørregade 26, 8410 Rønde, Denmark",56.347366,10.46092,1000409687
Thorshøj Kraftvarmeværk,"Kobbervænget 4, 9750 Øster-Vrå, Denmark",57.3417,10.2401,1003830555
Thorsminde Varmeværk,"Havnevej 11, 6990 Ulfborg, Denmark",56.371194,8.128352,1001235842
Thorsø Fjernvarmeværk,"Thorsølundvej 6, 8881 Thorsø, Denmark",56.297849,9.792046,1001552789
Thyborøn Fjernvarme,"Ærøvej 83, 7680 Thyborøn Havn, Denmark",56.6990013,8.2145922,1001178258
Tim Kraftvarmeværk,"Høbrovej 9F, 6980 Tim, Denmark",56.193476,8.313888,1000758600
Tistrup Varmeværk,"Kastanievej 1, 6862 Tistrup, Denmark",55.717305,8.604234,1000146519
Toftlund Fjernvarme,"Østerdalen 3, 6520 Toftlund, Denmark",55.194115,9.071286,1002175112
Tommerup Bys Fjernvarmeforsyning,"Stadionvænget 6, 5690 Tommerup, Denmark",55.322957,10.20294,1001473623
Tommerup St. Varmeforsyning,"Bannervej 22, 5690 Tommerup, Denmark",55.347454,10.18334
Tønder Fjernvarme,"Østergade 83, 6270 Tønder, Denmark",54.939461,8.874159
Tørring Kraftvarmeværk,"Bygade 5A, 7160 Tørring, Denmark",55.858938,9.484923,1003023952
Tranbjerg Varmeværk,"Jegstrupvænget 630, 8310 Tranbjerg J, Denmark",56.090338,10.130029,1001698824
Tranum Kraftvarmeværk,"Uglevej 1, 9460 Brovst, Denmark",57.132945,9.463501
Trefor Varme,"Kokbjerg 30, 6000 Kolding, Denmark",55.535168,9.485974,1029430612
Troldhede Kraftvarmeværk,"Aakjærsvej 24B, 6920 Videbæk, Denmark",55.992674,8.742304,1001762685
Trustrup-Lyngby Varmeværk,"Tværvej 11, 8570 Trustrup, Denmark",56.352715,10.778948,1004131281
Tversted Kraftvarmeværk,"Løgtenvej 16, 9881 Bindslev, Denmark",57.581956,10.190193,1001318826
Uldum Varmeværk,"Industrisvinget 9, 7171 Uldum, Denmark",55.851921,9.588792
Ulfborg Fjernvarme,"Sportsvej 2, 6990 Ulfborg, Denmark",56.280501,8.32227,1000525111
Ulsted Varmeværk,"Teglgårdsvej 10, 9370 Hals, Denmark",57.078482,10.250914,1001726931
Værløse Varmeværk,"Klostergårdsvej 59, 3500 Værløse, Denmark",55.786677,12.372544,1000295548
Værum - Ørum Kraftvarmeværk,"c/o Borgergade 6, 8870 Langå, Denmark",56.3903,9.8949
Vallensbæk Fjernvarme Nord,"Horsbred 201, 2625 Vallensbæk, Denmark",55.649775,12.357183,1001973692
Vallensbæk Fjernvarme Syd,"Delta Park 11, 2665 Vallensbæk Strand, Denmark",55.627079,12.386817,1003018651
Vamdrup Fjernvarme,"Nygade 6, 6580 Vamdrup",55.4274787,9.2800979,1002041931
Veddum Skelund Visborg Kraftvarmeværk,"Pejtervej 14, 9560 Hadsund, Denmark",56.772908,10.174197,
Vejby-Tisvilde Fjernvarme,"Møngevej 9B, 3210 Vejby, Denmark",56.067987,12.148756,1003962006
Vejen Varmeværk,"Gørtlervej 4, 6600 Vejen, Denmark",55.463965,9.147176,1002060351
Vejle Fjernvarme,"Langelinie 60, 7100 Vejle, Denmark",55.710266,9.542296,1010859456
Vemb Varmeværk,"Vestergade 17, 7570 Vemb, Denmark",56.34308,8.340738,1001612351
Verdo Varme,"Agerskellet 7, 8920 Randers NV, Denmark",56.490765,10.02027,1007760007
Vestervig Fjernvarme,"Vestergade 14, 7770 Vestervig, Denmark",56.763102,8.31771,1002166333
Vestforbrænding,"Ejby Mosevej 219, 2600 Glostrup, Denmark",55.70648,12.422202,1008934211
Vestforsyning Varme,"Nupark 51, 7500 Holstebro, Denmark",56.391895,8.611193,1010775961
Videbæk Energiforsyning,"Godthåbsvej 3, 6920 Videbæk, Denmark",56.091913,8.631093,1016419547
Vildbjerg Tekniske Værker,"Pugdalvej, 7480 Vildbjerg, Denmark",56.1975609,8.7917278,1011955580
Vinderup Varmeværk,"Sevelvej 67A, 7830 Vinderup, Denmark",56.477271,8.79285,1001672876
Vivild Varmeværk,"Søndermarksvej 39, 8961 Allingåbro, Denmark",56.481987,10.445728,1008755872
Voerså Kraftvarmeværk,"Kringelhedevej 17B, 9300 Sæby, Denmark",57.208929,10.482574,1001184646
Vojens Fjernvarme,"Tingvejen 47, 6500 Vojens, Denmark",55.238523,9.291427,1001623583
Vordingborg Fjernvarme,"Danmarksvej 1, 4760 Vordingborg",54.994752,11.885348,1016563362
Vorupør Kraftvarmeværk,"Toosholmvej 6, 7700 Thisted, Denmark",56.947427,8.387965,1001413262
Vrå Varmeværk,"Nygade 8, 9760 Vrå, Denmark",57.354304,9.943775,1002195366
Bindslev Fjernvarme,"Skolegade 5, 9881 Bindslev",57.542863,10.199172,1001785816
Fredrikshavn Varme,"Knivholtvej 15, 9900 Frederikshavn, Denmark",57.448786,10.492459
Hallund Kraftvarmeværk,"Blyvej 5, 9700 Brønderslev, Denmark",57.241172,10.102357,1001392149
Hjallerup Fjernvarme,"Gravensgade 18, 9320 Hjallerup, Denmark",57.167376,10.147864
Blenstrup Kraftvarmeværk,"Vesterbygade 36B, 9520 Skørping, Denmark",56.879233,10.005181,1001207403
Øt Havndal Fjernvarme,"Laursensvej 4, 8970 Havndal, Denmark",56.648725,10.191229
Fjernvarme Horsens,"Endelavevej 7, 8700 Horsens, Denmark",55.852135,9.856817,1018867741
Assentoft Forsyning,"Vandværksvej 34, 8960 Randers",56.438129,10.143291,1028771394
Sdr. Nissum,"Kirkebyvej 25, 6990 Ulfborg, Denmark",56.30513,8.19299,1003052699
Ørnhøj Grønbjerg Kraftvarmeværk," ""Kjærs Vej 13",56.200982,8.567841
Verdo Varme Herning,"Agerskellet 7, 8920 Randers NV, Denmark",56.490765,10.02027,1010775228
Billund Varmeværk,"Møllevej 49, 7190 Billund, Denmark",55.723482,9.100292,1001753730
Tørring Kraftvarmeværk,"Bygade 5A, 7160 Tørring, Denmark",55.858938,9.484923,1003023952
Rårup Fællesvarme,"Kirketoften 3, 7130 Juelsminde, Denmark",55.774577,9.925531,1028668275
Daugård Fællesvarme,"Strandvejen 39 8721 Daugård, Denmark",55.707337,9.698194,1025646718
Trefor Varme,"Kokbjerg 30, 6000 Kolding, Denmark",55.535168,9.485974,1029430612
Ffv Varme Faaborg,"Værkmestervej 1, 5600 Faaborg, Denmark",55.109816,10.238977
Nordals Fjernvarme,"2RJ7+QG, 6430 Nordborg",55.0573,9.7408
Refa Kettinge Forsyning,"Fuglegårdsvej 10, 4892 Kettinge, Denmark",54.698441,11.711996,1021239077
Refa Stubbekøbing Fjernvarme,"Sivmosevej 2, 4850 Stubbekøbing, Denmark",54.885686,12.029553
Sorø Fjernvarme,"Kragelundsvej 12, 4180 Sorø, Denmark",55.461283,11.573434,1026505166
FORS Varme Holbæk,"Tåstrup Møllevej 5, 4300 Holbæk, Denmark",55.703953,11.708399,1016575948
Manna-Thise Kraftvarmeværk,"Lagunen 6, 9700 Brønderslev, Denmark",57.285168,9.812831,1001349371
Lolland Varme,"Stavangervej 13, 4900 Nakskov",54.82613,11.15952,1016326999
Brønderslev Varme,"Virksomhedsvej 20, 9700 Brønderslev",57.259492,9.952196,1013879652
Nykøbing Sj. Varmeværk,"Billesvej 10, 4500 Nykøbing Sjælland",55.924993,11.669362
Ulbjerg Kraftvarme,"Håndværkervej 5, 8832 Skals",56.627826,9.350022
Grønhøj Strand,"Ingeborgvej 2, 9480 Løkken",57.331375,9.679128,1019252821
Pindstrup Fjernvarme,"Bøgevej 26, 8550 Ryomgård",56.394258,10.418318
Ellehavegaard Energy,"Ellehavegårdsvej 2, 4800 Nykøbing F",54.805553,11.993406,1027307449
Struer Energi Fjernvarme,"Jyllandsgade 1, 7600 Struer",56.490679,8.601625,1008632274
Hjortsvang Fællesvarme,"Vesterbyvej 12, 7160 Tørring",55.885996,9.496903,1028955371
Manna-Thise Kraftvarmeværk,"Jens Thise Vej 50, 9700 Brønderslev",57.293665,9.804473,1001349371
Onsbjerg Varmeværk,"Selsinggaarde 2, 8305 Samsø",55.832769,10.56017,1008780737
Hvidbjerg Fjernvarme,"Håndværkervej 2, 7790 Thyholm",56.648284,8.538707,1001573152
Vissenbjerg Fjernvarme,"Nyvej 9, 5492 Vissenbjerg",55.387278,10.128458,1001609466
Assens Fjernvarme Fyn,"Stejlebjergvej 4, 5610 Assens",55.257055,9.910147
Assens Fjernvarme Mariager,"Fabriksvej 5, 9550 Mariager",56.68061,10.067165
Tårnbyforsyning Varme,"Gemmas Alle 39, 2770 Kastrup",55.627935,12.614395,1030439348
Vonge-Kollemorten Fællesvarme,"Kollemortenvej 13, 7323 Give",55.864211,9.392967,1028775179
Gylling-Ørting-Falling Kraftvarmeværk,"Persievej 5, 8300 Odder",55.914911,10.145391,1003449273
Kloster Kraftvarmeværk Amba,"Klostervej 112, 6950 Ringkøbing",56.131121,8.183003,1001190220
Dagnæs-Bækkelund Varmeværk,"Glentevej 8, 8700 Horsens",55.843846,9.84192,1003064635
Grindsted El- Og Varmeværk,"Tårnvej 24, 7200 Grindsted",55.761731,8.932975,1006516498
Ådum Kraftvarmeværk,"Skolegade 23, 6880 Tarm",55.905235,8.524065,1003467062
Spentrup Varmeværk,"Blichersvej 1, 8981 Spentrup",56.538436,10.036772,1028843727
E.On Varme Danmark,"Løgismose 1, 3600 Frederikssund",55.843528747558594,12.06087589263916,1007868916
Haarby Kraft-Varme,"Toftevej 5, 5683 Haarby",55.224114,10.122801,1001539310
Bioenergi Vest,"Vestkystvej 2, 6950 Ringkøbing",56.119999,8.1194324,1016309164
Varde Varmeforsyning,"Gl Kærvej 15, 6800 Varde",55.618941,8.457332,1015145109
Videbæk Varm,"Godthaabsvej 3, 6920 Videbæk",56.091913,8.631093
Verdo Varme Herning,"Miljøvej 6, 7400 Herning",56.121734,9.006449,1010775228
K/S Difko Lxv,"Halmvænget, 3730 Nexø, Denmark",55.0607111,15.1171258,1006449559
Ulstrup Kraftvarmeværk,"Fredensvej 6, 8860 Ulstrup",56.389301,9.793236,1000501518
Sønderborg Fjernvarme,"Nørrekobbel 54, 6400 Sønderborg",54.92323,9.804853,1003046226
Glumsø Fjernvarme,"Erantisvej 17, 4171 Glumsø",55.351557,11.69294,1029241380
Spøttrup Fjernvarmeværk,"Kærgårdsvej 2, 7860 Spøttrup",56.645390,8.809500,1001503484
Viborg Varme,"Håndværkervej 6, 8800 Viborg",56.462658,9.398628,1010771699
Cobra Varme,"Egebakken 49, 6818 Årre",55.531122,8.655565,1028775098
Helle Energi,"Byparken 25, 6800 Varde",55.622273,8.598331,1028775144
Vejen Varmeværk,"Gørtlervej 4, 6600 Vejen",55.463965,9.147176,1002060351
Vesløs Fjernvarme,"Møllebakvej 4, 7742 Vesløs",57.039543,8.980619,1001329153
Tvis Trekantområdets Varmetrans,"Tonne Kjærsvej 11, 7000 Fredericia",55.544373,9.704368,1003336089
Nørre Aaby Kraftvarmeværk,"Grønnegade 7, 5580 Nørre Aaby",55.460814,9.875414,1001169236
Hornsyld-Bråskov Lokalråd,"Søndergade 44, 8783 Hornsyld",55.757205,9.842654,1029465270
Sorø Fjernvarme,"Kragelundsvej 12, 4180 Sorø",55.461283,11.573434,1026505166
Vestegnens Kraftvarmeselskab,"Roskildevej 175, 2620 Albertslund",55.661266,12.341921,1020097708
Ejby Fjernvarmecentral,"Algade 6, 5500 Middelfart",55.5063,9.727933,1008718500
Kredsløb,"Karen Blixens Boulevard 7, 8220 Brabrand",56.161632,10.134176,1025300706
Halsnæs Forsyning,"Havnevej 8, 3300 Frederiksværk",55.969392,12.010358,1015562885
Ulstrup Varmeværk,"Fredensvej 6, 8860 Ulstrup",56.389301,9.793236
Søndbjerg Fjernvarme,"Ballevej 17, 7790 Thyholm",56.620345,8.574571,1004197093
Eniig City Solutions,"Nordgaden 4, 7400 Herning",56.132427,8.8925790,1009261369
Ravnkilde Kraftvarmeværk,"Skalborgvej 17, 9610 Nørager",56.758017,9.747842,1001368507
Vallensbæk Fjernvarme Nord,"Horsbred 201, 2625 Vallensbæk",55.649775,12.357183,1001973692
Nørre-Snede Varmeværk,"Horsensvej 19, 8766 Nørre Snede",55.963785,9.396752,1001626454
Nrgi Lokalvarme,"Dusager 22, 8200 Aarhus N",56.195992,10.183406
Grundejerf Rønneholtparken,"Ligustervangen 81, 3450 Allerød",55.872105,12.332781,1001924751
Thyregod Fællesvarme,"Skovlunden 101, 7323 Give",55.902313,9.261431,1028720404
Gråsten Fjernvarme,"Sønderborg Landevej 3, 6300 Gråsten",54.931628,9.607015,1012754848
Augustenborg Fjernvarme,"Sundkrogsgade 5, 2100 København Ø",55.709956,12.591113,1002096146
Hornsyld Klimavarme,"Søndergade 44, 8783 Hornsyld",55.757205,9.842654,1026925246
Gedser Fjernvarme,"Smedevej 6, 4874 Gedser",54.578006,11.934482,1020390588
Rejsby Kraftvarmeværk,"Rejsby Landevej 12B, 6780 Skærbæk",55.235028,8.725414,1003843766
Skibby Fjernvarme,"Sikavej 15, 4050 Skibby",55.7448,11.967022,1030002225
Forsyning Helsingør Service,"Energivej 25, 3000 Helsingør",56.020943,12.55678,1007376193
Meløse - St. Lyngby Energiselskab,"Skolevej 7B, 3320 Skævinge",55.936371,12.151458,1004214940
Aale Fjernvarme,"Aale Bygade 28A, 7160 Tørring",55.887043,9.564467,1028775063
Lynge-Uggeløse Fjernvarme,"Nøglegårdsvænge 37, 3540 Lynge",55.837425,12.287609,1029530951
Ry Varmeværk,"Bakkelyvej 3, 8680 Ry",56.08341,9.78656,1029969465
Bjæverskov Fjernvarme,"Nyvej 22, 4632 Bjæverskov",55.459578,12.026435,1028409911
Fors Varme Roskilde,"Betonvej 12, 4000 Roskilde",55.645789,12.125577,1016688203
Nfs Varme,"Gasværksvej 2, 5800 Nyborg",55.311297,10.784,1012866492
Din Forsyning A/S,"Ulvsundvej 1, 6715 Esbjerg N",55.511826,8.496007,1015730885
Nørre Broby Varmeværk,"Stationsvej 14, 5672 Broby",55.250831,10.226505
Hasle Varmeværk,"Bykærvej 6, 3790 Hasle",55.183737,14.717924
Vester Hjermitslev Varmeværk,"Ths. P. Hejlesvej 3, V. Hjermitslev, 9700 Brønderslev",57.285288,9.75914
