forsyid,area_size_km2
,9.07371525118952
00000000,4.677391566500058
00000002,16.13935907928168
00000003,42.92969171249999
00000004,111.22901945941412
00000005,102.92970546550082
00000006,49.4460957788188
00000007,2.9043553390272283
00000008,28.43636272282971
00000009,96.69494735582217
00000010,6.463786679062588
00000011,9.440469621300142
00000013,1.812774564696556
00000014,2.2247164088547566
00000015,4.1237301895695815
00000016,15.550084490427922
00000017,6.698359738928368
00000018,23.6805613956964
00000019,4.935644093572829
10411912,10.19287767482922
10663210,3.405305872510274
10689414,0.67420009514875
10866111,50.98686238493814
10877814,1.0844841810158938
11135617,6.660672670572862
11218415,0.5245641334039238
11271715,0.931705900085778
11278612,1.3025220539554656
11304028,0.8269054084009647
11324312,1.5344919760720739
11325319,0.5709607831721211
11372732,0.11279478240379656
11931316,2.7376830000655534
12233418,2.7125145435979543
12389132,1.8391956659920967
12575130,0.780180803998142
12762038,1.932115670314883
12787111,4.395257264952975
12868014,1.0501045430657043
13057117,27.255800265407448
13096414,0.38554328434673196
13109710,1.0172168354580666
13148228,1.1754851965713027
13231028,1.8027854421572191
13348545,0.24673935100765376
13363919,1.8528397376840442
13551472,1.062812657991839
14250905,1.6264983289048587
14324100,0.8246277132241344
14411313,2.6591426438967773
14454918,0.46896998908902005
14492984,0.6033035601965133
14528601,0.7471312127601629
14748539,24.545809498287735
14898018,2.79506562189415
14909516,1.4309070381319033
14926402,3.252679792638237
14928375,0.43881717161640765
15213140,0.5560635926731498
15215674,0.6695089226096066
15234784,0.47579041000075323
15278390,0.71932405898816
15296275,0.5596653863669974
15320796,1.1942654665576342
15427078,1.3505931543585683
15567317,1.508340090249571
15608943,1.437519588567965
15763515,2.362302341222918
15978538,1.012724789050642
16001910,0.7388520474436862
16016438,1.0961917648329158
16091308,0.7091182855944175
16256234,0.6662086338409389
16263443,0.7031016271849188
16276111,6.529314119604001
16340642,0.6687869587559153
16374172,0.9901283054241812
16408530,1.666537971844855
16500313,1.2984753697764748
16566179,0.7312339423572509
16783013,2.2098507267564145
16838314,2.5387008734755487
16859818,2.1219938332102193
16888079,2.7580740498153733
16893773,0.9492227701796093
16920274,0.5965437768475587
16934690,1.2239615811600122
16946834,0.4624964112067512
16954748,0.7717597978811197
16964638,4.142565348121358
17000888,2.952635595239925
17010131,70.21621932574139
17025686,0.49509608098408886
17038281,1.0545133024080657
17048244,2.913688071455258
17063340,1.0683262452065345
17144847,0.5575144874879269
17168037,0.65500632817348
17256319,0.055698436295749894
17349317,2.4117992028040094
17360698,2.7233555243995857
17590286,0.8729301581158067
17629085,0.342250490706146
17638181,0.3235008733219225
17663577,0.8572747560502989
17689800,5.082551025184478
17727915,0.9249258163803253
17737147,0.4421033951985431
17737244,0.6334668346512435
17750909,0.46065886201535977
17761889,0.5494855260018738
17779710,4.389679979536059
17816845,0.3134195876010941
17828843,0.4790181734645151
17885278,0.610723945392089
17926195,0.31749133515864547
17932640,0.2870717018718333
18021080,0.7171606455002795
18027410,1.4233942447169021
18155141,3.289422500895729
18211211,0.7778603717241419
18211912,1.5305926453896808
18292610,0.8261946544596265
18318636,0.5612070832866
18429772,1.7809619135771717
18440342,0.6859850953602737
18468840,1.3127913477616662
18474492,0.7046683317329875
18476339,1.320153111780582
18496607,2.902524611722684
18503379,0.800929720645462
18515830,0.38977112011452764
18552310,1.0804161280404525
18653087,2.6655551224738723
18676710,0.6877765702138514
18683814,0.7860778652101955
18693518,0.5136397240903108
18718685,1.4212999712555292
18791013,1.2458846925943088
18807483,1.0119800355433304
18849518,1.0090915081498342
18886499,0.4088953564409929
18962519,0.7495370523741881
18968614,2.5572050483869946
19153908,0.6351167910914564
19191591,0.3022397192803862
19201414,6.661170813008945
19231097,0.6235085698584786
19438414,0.16283223489102716
19445933,0.47073920010971315
19470695,0.3420038404001357
19493288,0.5354379790208605
19500438,0.6416857031830537
19596419,0.33864679777475776
19739112,3.884267727364841
19746933,1.7317009927866642
19774015,0.6814382600849035
19908070,2.1960219741192932
19998347,0.11457435934067284
20023317,0.5221737407806427
20049928,0.1782359793161343
20066873,1.17089709293564
20095806,3.69801518247639
20137193,0.7883669088836506
20237848,0.38346299207959494
20245417,0.8877002478406866
20276991,0.7091038113191023
20486015,0.9427184804380283
20745533,0.34854075664565287
20928719,0.6142716340046463
21430277,2.979675701610505
21445711,3.1376235329650606
21829617,2.9248606814670906
21999040,0.3425791032482148
22113410,6.52072586780607
22340417,3.246166566818457
22662910,1.6548194780739125
22703714,4.16898006229456
22724118,1.3135393485254347
22725513,4.343879832169946
22831615,4.01030609649781
22883313,1.182166632530808
22927213,1.1879644946067056
22950312,4.72090918783715
23011514,2.1254176141408325
23067919,0.7933517840840891
23104113,7.746299453791113
23220113,0.615666014185416
23234114,1.0070172440194272
23913615,1.1033478139406052
24251020,6.726965982457719
24513718,0.5211547228910535
24557413,0.9493225378053483
24591328,1.302131444865457
24989712,1.4546544044891245
25009215,1.3837310866879813
25161513,12.837069382593736
25161610,0.7562711683653908
25165160,0.5740017634682609
25215680,6.806298553730645
25387910,3.8362617668010444
25452283,0.9643273117958945
25473914,2.570973067477374
25482026,34.65855055195828
25625625,4.402110835188838
25809807,42.064730983530836
26089263,103.06774095161443
26203333,0.0665770944290285
26203562,10.175808233278861
26325471,0.2570082912021065
26364817,1.198822711034995
26385849,0.044919009194299704
26704065,28.72725799781039
26721059,3.24974094754562
26832217,0.9058207673960221
27173012,0.9026227916363351
27185614,1.0374546478386342
27210406,0.006097682721235731
27253598,0.2989804496251742
27360912,0.7880409095516788
27546315,0.08967152962273756
27695949,1.1885121455316954
27736904,21.616799841619034
27827853,0.6882890981301463
27837417,10.128471670793157
28032617,5.41457080087905
28193610,1.090376851624534
28366248,1.1303094987105284
28500769,8.704120597937486
28621027,16.098345222110133
28672330,18.63538199118973
28709714,3.8426030174733916
29096716,3.1200545617910236
29124655,10.619687793098903
29189439,2.6722245948695202
29189498,0.2918181839488282
29189668,0.2762447856773087
29189838,0.6862304621600545
29189846,7.523392274817736
29214824,1.3537970808476358
29346909,0.9382782003579017
29580715,1.834523894304468
29777373,18.066637108810006
29826641,21.750588036539888
30173929,14.17925977468459
30406443,3.091260709775397
30587391,0.1547227799756989
30692446,11.807516534991116
30990714,2.079406729528776
30992512,14.706648746001695
31119103,1.0597873428949631
31157439,8.515029302545555
31220319,2.0520028191533766
31220912,2.9197306479805754
31223717,2.339360895717032
31582148,25.016267596870854
31592488,17.711377402177053
31774985,16.870233141169894
31877733,40.236105850405096
31895901,5.094736902038656
32077404,15.744314533271238
32078737,11.16990059343684
32394817,0.9901045012014753
32473660,2.0778310693485857
32476813,9.47941916369431
32505821,4.2992578995419635
32555063,1.4749758614888926
32654193,13.591831468435851
32667740,15.4921570973163
32720315,3.7926083593966298
32945880,16.875341659864915
33016719,4.248674056045265
33032838,0.412738466958422
33033079,1.1334609767921469
33033125,4.589348231906112
33033575,8.02657213561005
33043309,7.49531644281054
33063784,0.7445489438046952
33154607,0.09322497730091475
33171412,0.8810034008130854
33258445,3.190191638536333
33258453,0.11751773452270747
33269315,14.4503192246505
33507410,4.234648387878454
33756488,1.0052933222867855
33910134,1.11610022632288
33912773,9.91385687343395
34094187,0.6823939256365718
34203563,12.067537080099628
34681228,3.7436834466007762
34916810,0.7816787747997592
34937257,0.4845094672057419
34938717,1.0079075781343274
35410538,10.541584252073706
35419314,0.24105854960799816
35478116,13.6270268868132
35580913,0.9513475840643666
35747028,2.9094658781790956
36152710,26.120863963698913
36294515,2.226973069239305
36450819,2.540634672386329
36637919,1.5493319233571567
36678259,3.044795046819294
36892412,9.162490506064497
36941650,10.08304395751063
37251518,10.998565926718674
37325813,1.0094321356228084
37560219,7.721580765034349
37683310,3.8448175073535746
37809217,2.1836728563028327
37949019,20.376881840438514
38073117,0.6202535395685854
38130498,0.2504043681649336
38226215,1.0800885676897432
38664018,4.03089108696756
38864114,0.9575840225039415
38929119,0.8590739803785035
39042010,2.2659969718325694
39272091,30.42167551612977
39325128,2.3266982465895296
39678810,0.7610354438458133
39901811,3.063517263571851
40402314,2.7418383645643445
40517898,1.1679123696254752
40744517,4.247843961631166
40893113,4.5056411474916445
40920013,0.792592947775364
41160128,0.9357166244613242
41228784,0.7628932714863021
41429615,8.129172319187713
41524111,5.055205509199089
41529911,8.564754041653046
41719613,3.550664266920716
41897597,21.12007533183424
42125814,6.597873442257579
42272612,10.659338638410087
42615919,1.4991785520033034
42742511,1.1251987725447286
42760218,3.2556667919268425
43384414,1.9709388376067896
43431714,3.0873289022534833
43513109,0.6797519345141547
43538365,1.2128641959860111
43587854,0.5388346957970894
43596713,1.560415014975013
43597469,3.6416178007840454
43608940,1.091431239158535
43649361,4.01056318294231
43687670,1.632076760922035
43703560,1.204524849011901
43709739,0.835368891169623
43727516,3.4136408825639815
43748068,0.024342840375012283
43774417,8.479433170777572
43824384,1.5410633123192534
43860259,3.215046005741725
43898353,0.34180133817131303
44038382,0.2428797376894505
44057212,2.2465913783584335
44166879,1.9637555202917718
44185865,5.535552104864171
44279118,2.843761651752961
44336553,0.9336309458362587
44424010,5.690550398257055
44473860,1.880485207051318
44537508,0.01602112886749235
45194817,4.25393016924928
45602516,5.577640951924765
46076915,7.296518255593806
46917928,3.271054083442479
49001312,0.20164623924684794
49965613,0.4640085928089443
50187128,1.8296383515477805
51087119,0.9299505613746644
51718011,1.475000578510052
52443016,3.043058157068561
53464718,3.3344089007349846
54121016,4.663983704951728
54300514,0.9607100834995586
54442912,7.642516844108894
55946817,2.2881313421584526
56353712,1.7954996350945258
57205628,5.727647668666321
57301414,5.977112575636596
57494115,2.201897663983546
57681268,9.88759225991925
57762918,0.3854914621527749
57858311,2.0517908874842616
57871628,2.332198819094425
58061212,12.671789191654586
58113719,0.5418418956021068
58176613,4.947358945724829
59162616,2.678991698729578
59352318,1.6138742844624276
59426915,2.4219055618816614
60094411,1.8300148009270831
60183112,0.6879715378908441
60247412,4.531928169762745
60567719,5.030054514292319
61668713,0.8789496800751602
61877215,4.348570925156058
62082313,1.7793702839540395
62749814,1.1180585194643495
63195111,1.4976490949436143
63234214,1.656958839391234
63446319,4.74460339734368
63690619,1.7935213044144596
64235818,1.8363341120064993
64289713,0.8975885227903196
64429418,6.587489218460466
64463411,1.3145084233333526
64544616,16.685763859643377
64728210,3.294213494847222
64761919,1.8292641837676833
64771728,1.9363221865331368
64831712,2.6395184305505324
65307316,10.367370398873742
66137112,10.404519893813772
66211118,3.080835220634669
67037111,2.3578245901251043
67247817,1.4744438205225174
67302028,0.32032937437996445
67750411,7.031776926751684
67932218,9.881959580266132
68326214,13.666124869685886
68726018,2.9384195809858498
68738016,1.9042329565238134
69330428,10.32099095914332
69914128,2.611868339434384
69995713,23.321712299800716
70555018,1.2197673676741607
70831112,2.0149773925272636
70874814,2.5727891850332285
73613310,0.05016307781164921
76326118,1.2965382129289194
81815119,0.5842172126067423
89711215,3.0380715959897606
99999999,0.4013076002982173
