name,forsyid,CVRP,address,latitude,longitude
Terndrup Fjernvarme,15608943,1000949978,"Industriparken 30, 9575 Terndrup, Denmark",56.80511,10.061693
Thisted Varmeforsyning,30992512,1003030685,"Ringvej 26, 7700 Thisted, Denmark",56.963491,8.703588
Thorsager Fjernvarmeværk,12575130,1000409687,"Nørregade 26, 8410 Rønde, Denmark",56.347366,10.46092
Thorshøj Kraftvarmeværk,19470695,1003830555,"Kobbervænget 4, 9750 Øster-Vrå, Denmark",57.3417,10.2401
Thorsminde Varmeværk,17168037,1001235842,"Havnevej 11, 6990 Ulfborg, Denmark",56.371194,8.128352
Thorsø Fjernvarmeværk,22883313,1001552789,"Thorsølundvej 6, 8881 Thorsø, Denmark",56.297849,9.792046
Thyborøn Fjernvarme,16888079,1001178258,"Ærøvej 83, 7680 Thyborøn Havn, Denmark",56.6990013,8.2145922
Tim Kraftvarmeværk,14528601,1000758600,"Høbrovej 9F, 6980 Tim, Denmark",56.193476,8.313888
Tistrup Varmeværk,10877814,1000146519,"Kastanievej 1, 6862 Tistrup, Denmark",55.717305,8.604234
Toftlund Fjernvarme,63690619,1002175112,"Østerdalen 3, 6520 Toftlund, Denmark",55.194115,9.071286
Tommerup Bys Fjernvarmeforsyning,18292610,1001473623,"Stadionvænget 6, 5690 Tommerup, Denmark",55.322957,10.20294
Tørring Kraftvarmeværk,28709714,1003023952,"Bygade 5A, 7160 Tørring, Denmark",55.858938,9.484923
Tranbjerg Varmeværk,33016719,1001698824,"Jegstrupvænget 630, 8310 Tranbjerg J, Denmark",56.090338,10.130029
Trefor Varme,17010131,1001203809,"Kokbjerg 30, 6000 Kolding, Denmark",55.535168,9.485974
Troldhede Kraftvarmeværk,38073117,1001762685,"Aakjærsvej 24B, 6920 Videbæk, Denmark",55.992674,8.742304
Trustrup-Lyngby Varmeværk,20095806,1004131281,"Tværvej 11, 8570 Trustrup, Denmark",56.352715,10.778948
Tversted Kraftvarmeværk,17590286,1001318826,"Løgtenvej 16, 9881 Bindslev, Denmark",57.581956,10.190193
Uldum Varmeværk,16500313,1001109525,"Industrisvinget 9, 7171 Uldum, Denmark",55.851921,9.588792
Ulfborg Fjernvarme,13231028,1000525111,"Sportsvej 2, 6990 Ulfborg, Denmark",56.280501,8.32227
Ulsted Varmeværk,34916810,1001726931,"Teglgårdsvej 10, 9370 Hals, Denmark",57.078482,10.250914
Vallensbæk Fjernvarme Nord,69330428,1001973692,"Horsbred 201, 2625 Vallensbæk",55.649775,12.357183
Vallensbæk Fjernvarme Syd,69330428,1003018651,"Delta Park 11, 2665 Vallensbæk Strand, Denmark",55.627079,12.386817
Vamdrup Fjernvarme,55946817,1002041931,"Nygade 6, 6580 Vamdrup",55.4274787,9.2800979
Vejby-Tisvilde Fjernvarme,19746933,1003962006,"Møngevej 9B, 3210 Vejby, Denmark",56.067987,12.148756
Vejle Fjernvarme,67932218,1002261339,"Langelinie 60, 7100 Vejle, Denmark",55.710266,9.542296
Vemb Varmeværk,27360912,1001612351,"Vestergade 17, 7570 Vemb, Denmark",56.34308,8.340738
Verdo Varme,25482026,1007760007,"Agerskellet 7, 8920 Randers NV, Denmark",56.490765,10.02027
Vestervig Fjernvarme,63195111,1002166333,"Vestergade 14, 7770 Vestervig, Denmark",56.763102,8.31771
Vestforsyning Varme,26704065,1010775961,"Nupark 51, 7500 Holstebro, Denmark",56.391895,8.611193
Viborg Varme,41897597,1026537661,"Håndværkervej 6, 8800 Viborg",56.462658,9.398628
Videbæk Energiforsyning,33258453,1016419539,"Godthåbsvej 3, 6920 Videbæk, Denmark",56.091913,8.631093
Vinderup Varmeværk,31220912,1001672876,"Sevelvej 67A, 7830 Vinderup, Denmark",56.477271,8.79285
Vivild Varmeværk,70555018,1002323664,"Søndermarksvej 39, 8961 Allingåbro, Denmark",56.481987,10.445728
Voerså Kraftvarmeværk,16920274,1001184646,"Kringelhedevej 17B, 9300 Sæby, Denmark",57.208929,10.482574
Vojens Fjernvarme,28032617,1001623583,"Tingvejen 47, 6500 Vojens, Denmark",55.238523,9.291427
Vordingborg Fjernvarme,30692446,1013385854,"Danmarksvej 1, 4760 Vordingborg",54.994752,11.885348
Vorupør Kraftvarmeværk,18021080,1001413262,"Toosholmvej 6, 7700 Thisted, Denmark",56.947427,8.387965
Vrå Varmeværk,64771728,1002195366,"Nygade 8, 9760 Vrå, Denmark",57.354304,9.943775
Hallund Kraftvarmeværk,17932640,1001392149,"Blyvej 5, 9700 Brønderslev, Denmark",57.241172,10.102357
Blenstrup Kraftvarmeværk,17025686,1001207403,"Vesterbygade 36B, 9520 Skørping, Denmark",56.879233,10.005181
Fjernvarme Horsens,00000012,1003161700,"Endelavevej 7, 8700 Horsens, Denmark",55.852135,9.856817
Assentoft Forsyning,43649361,1028771394,"Vandværksvej 34, 8960 Randers",56.438129,10.143291
Din Forsyning A/S,00000006,1015733949,"Ulvsundvej 1, 6715 Esbjerg N",55.511826,8.496007
Rårup Fællesvarme,43513109,1028668275,"Kirketoften 3, 7130 Juelsminde, Denmark",55.774577,9.925531
Daugård Fællesvarme,41228784,1025646718,"Strandvejen 39 8721 Daugård, Denmark",55.707337,9.698194
Ffv Varme Faaborg,26721059,1003311702,"Værkmestervej 1, 5600 Faaborg, Denmark",55.109816,10.238977
Nfs Varme,29826641,1012866492,"Gasværksvej 2, 5800 Nyborg",55.311297,10.784
Nordals Fjernvarme,36941650,1020529128,"2RJ7+QG, 6430 Nordborg",55.0573,9.7408
Sdr. Nissum,21999040,1003052699,"Kirkebyvej 25, 6990 Ulfborg, Denmark",56.30513,8.19299
Rønde Fjernvarme,89711215,1002824928,"Skrejrupvej 9 C, 8410 Rønde, Denmark",56.307039,10.461949
Aalborg Forsyning,00000005,1020945857,"Stigsborg Brygge 5, 9400 Nørresundby, Denmark",57.054437,9.935121
Albertslund Forsyning,66137112,1003267160,"Vognporten 9, 2620 Albertslund, Denmark",55.657901,12.355285
Bornholms Energi & Forsyning,31582148,1014542643,"Industrivej 1, Rønne, 3700 Rønne, Denmark",55.096695,14.7185
Brønderslev Forsyning,31157439,1016879652,"Virksomhedsvej 20, 9700 Brønderslev, Denmark",57.259492,9.952196
Brøns Fjernvarme,19445933,1003817963,"Hovedvejen 8D, 6780 Skærbæk, Denmark",55.195972,8.728464
Christiansfeld Fjernvarme,63234214,1002166965,"Ravnhavevej 2, 6070 Christiansfeld, Denmark",55.364098,9.489832
Dronninglund Fjernvarme,12233418,1000353842,"Tidselbak Alle 18, 9330 Dronninglund, Denmark",57.163302,10.289065
E.On Ørslev-Terslev Kraftvarmeanlæg,25215680,1025580230,"Terslev Skolevej 23, 4690 Haslev, Denmark",55.372476,11.971803
Frifelt/Roager Kraftvarmeværk,00000014,1003817999,"Voddervej 2, 6780 Skærbæk, Denmark",55.221699,8.833248
Frøstrup Fjernvarmeværk,15213140,1000881784,"Håndværkervej 11, 7741 Frøstrup, Denmark",57.091045,8.981636
Fuglebjerg Fjernvarme,29580715,1008759150,"Sandvedvej 31A, 4250 Fuglebjerg, Denmark",55.300166,11.540305
Gjerlev Varmeværk,14492984,1000753087,"Mercurvej 12, 8983 Gjerlev J, Denmark",56.591621,10.135073
Glostrup Forsyning,33043309,1016140941,"Ørnebjergvej 7, 2600 Glostrup, Denmark",55.662531,12.406208
Guldborgsund Forsyning,00000002,1015628495,"Gaabensevej 116, 4800 Nykøbing F, Denmark",54.782681,11.867523
Hillerød Forsyning,31592488,1014558531,"Ægirsvej 4, 3400 Hillerød, Denmark",55.931563,12.272992
Hjallerup Fjernvarme,34681228,1001723737,"Gravensgade 18, 9320 Hjallerup, Denmark",57.167376,10.147864
Hofor,26089263,1004416316,"Ørestads Boulevard 35, 2300 København S, Denmark",55.639857,12.584221
Højslev Nr.Søby Fjernvarmeværk,18849518,1001505761,"Søbyvej 48A, 7840 Højslev, Denmark",56.544007,9.109697
Holme-Lundshøj Fjernvarme,39901811,1001789264,"Holme Byvej 14, 8270 Højbjerg, Denmark",56.114348,10.171577
Hornslet Fjernvarme,43431714,1001839701,"Amaliegårdvej 7, 8543 Hornslet, Denmark",56.312251,10.306233
Hvalpsund Kraftvarme,16893773,1001179217,"Hestbækvej 21, 9640 Farsø, Denmark",56.70239,9.212957
Hvidovre Fjernvarme,57681268,,"Arnold Nielsens Boulevard 60, 1, 2650 Hvidovre, Denmark",55.6572,12.4736
Ishøj Varmeværk,11931316,1003272783,"Industrivangen 34, 2635 Ishøj, Denmark",55.605245,12.349965
Klejtrup Kraftvarmeværk,23220113,1001557755,"Holger Sørensens Vej 1, 9500 Hobro, Denmark",56.5901,9.628802
Køge Fjernvarme,28672330,1020097708,"Nørre Centervej 64, 4600 Køge, Denmark",55.480044,12.177502
Læsø Forsyning,33063784,1016186046,"Doktorvejen 2, 9940 Læsø, Denmark",57.256284,10.999404
Løgten-Skødstrup Fjernvarme,22831615,1001552091,"Bakketoften 7, 8541 Skødstrup, Denmark",56.255957,10.301506
Lørslev Fjernvarme,19191591,1003717218,"Vænget 31, 9800 Hjørring, Denmark",57.427803,10.087587
Mariager Fjernvarmeværk,57871628,1002070939,"Klostermarken 5, 9550 Mariager, Denmark",56.635733,9.971694
Mejlby Fjernvarme,29189668,1021057238,"Dyssevej 17, 8981 Spentrup, Denmark",56.517622,10.080639
Mellerup Kraftvarmeværk,16256234,1001066162,"Lodsvejen 29, 8930 Randers NØ, Denmark",56.518705,10.21169
Midtfyns Energi,32476813,1011319390,"Østre Ringvej 43, 5750 Ringe, Denmark",55.240134,10.484118
Møldrup Fjernvarme,33171412,1001700995,"Bøgevej 1, 9632 Møldrup, Denmark",56.615677,9.498815
Mørke Fjernvarme,35580913,1001735576,"Fabriksvej 20, 8544 Mørke, Denmark",56.338992,10.384768
Morsø Forsyning,31895901,1014977178,"Strandparken 19, 7900 Nykøbing M, Denmark",56.810014,8.865308
Nykøbing Mors Fjernvarmeværk,57494115,,"Kjærgaardsvej 20, 7900 Nykøbing M, Denmark",56.80178,8.863183
Odsherred Forsyning,34203563,1014749477,"Hovedgaden 39, 4571 Grevinge, Denmark",55.799866,11.547065
Ølgod Tekniske Værker,35747028,1003046743,"Industrivej 9, 6870 Ølgod, Denmark",55.811388,8.624477
Ørnhøj-Grønbjerg Kraftvarme,15320796,1000902719,"Kjærsvej 13, 6973 Ørnhøj, Denmark",56.3440901,8.3421649
Øster Brønderslev Fjernvarmeselskab,10689414,,"Ahornvej 26, 9700 Brønderslev, Denmark",57.247415,9.991144
Østerild Fjernvarme,15215674,,"Hedevej 1, 7700 Thisted, Denmark",57.031058,8.856763
Rødovre Kommunale Fjernvarmeforsyning,65307316,1011930936,"Tæbyvej 77, 2610 Rødovre, Denmark",55.685647,12.453278
Ryomgård Fjernvarme,57858311,1002070617,"Frederikslundvej 1, 8550 Ryomgård, Denmark",56.390979,10.508577
Sk Forsyning,27736904,1010782917,"Nordvej 6, 4200 Slagelse",55.41403,11.342991
Snedsted Fjernvarme,52443016,1001986520,"Idrætsvej 1, 7752 Snedsted, Denmark",56.89318,8.525363
Sønderborg Forsyning,00000018,1012754848,"Ellegårdvej 8, 6400 Sønderborg, Denmark",54.927034,9.797459
Sønderholm Kraftvarmeværk,15296275,1000898485,"Vestervej 50, 9240 Nibe, Denmark",57.005276,9.729421
Spjald Fjernvarme-Og Vandværk,37325813,1001754646,"Rørvej 1, 6971 Spjald, Denmark",56.12823,8.513123
Sunds Forsyning,41719613,1001815057,"Teglgaardsvej 7A, 7451 Sunds, Denmark",56.2042,9.0127
Svogerslev Fjernvarmecentral,50187128,1001944117,"Stamvejen 11, 4000 Roskilde, Denmark",55.63194,12.019077
Tommerup St. Varmeforsyning,76326118,1002487500,"Bannervej 22, 5690 Tommerup, Denmark",55.347454,10.18334
Tønder Fjernvarme,00000015,1001745454,"Østergade 83, 6270 Tønder, Denmark",54.939461,8.874159
Tranum Kraftvarmeværk,49965613,1001940135,"Uglevej 1, 9460 Brovst, Denmark",57.132945,9.463501
Vildbjerg Tekniske Værker,37683310,1026120469,"Pugdalvej, 7480 Vildbjerg, Denmark",56.1975609,8.7917278
Øt Havndal Fjernvarme,44336553,1001121158,"Laursensvej 4, 8970 Havndal, Denmark",56.648725,10.191229
Ballen/Brundby Fjernvarme,27827853,1010705653,"Ballenvej 51, 8305 Samsø, Denmark",55.815022,10.636025
Balling-Rødding Varmeværk,27173012,1001609247,"Anlægsvej 4, 7860 Spøttrup, Denmark",56.614623,8.880794
Bøvling Varmeværk,18683814,,"Marievej 3, 7650 Bøvlingbjerg, Denmark",56.43522,8.20265
Energi Hurup,43860259,1015472304,"Nygade 22, 7760 Hurup Thy, Denmark",56.747943,8.419079
Engholm Varmecentral,60183112,1003276017,"Rådhusparken 57, 3450 Allerød",55.866607,12.337772
Gassum/Hvidsten Kraftvarmeværk,17737244,,"Mariagervej 497 A, 8981 Spentrup, Denmark",56.562098,9.999961
Genner-Hellevad-Hovslund,18429772,1003451502,"Surbækvej 10, 6230 Rødekro, Denmark",55.077455,9.213744
Grenaa Varmeværk,43774417,,"Energivej 6, 8500 Grenaa, Denmark",56.419629,10.897745
Halvrimmen-Arentsminde Kraftvarmeværk,16374172,1001088346,"Lyngvej 16, 9460 Brovst, Denmark",57.114358,9.59333
Hovedgaard Fjernvarmeværk,22724118,,"Frydsvej 18, 8732 Hovedgård, Denmark",55.951366,9.959753
Jyderup Varme A/S,33033125,,"Lyngvej 6, 4450 Jyderup, Danmark",55.660009,11.405157
Langå Varmeværk,31223717,1001672967,"Borgergade 6, 8870 Langå, Denmark",56.391849,9.896098
Lillerød Varmecentral,60183112,1003276017,"Solvang 27, 3450 Allerød, Denmark",55.881576,12.34948
Mølholm Varmeværk,44424010,1001852238,"Mølholm Landevej 14, 7100 Vejle, Denmark",55.690163,9.553467
Norfors,14748539,1003861117,"Savsvinget 2, 2970 Hørsholm, Denmark",55.901089,12.492612
Nyborg Forsyning,29826641,1012866492,"Gasværksvej 2, 5800 Nyborg, Denmark",55.311297,10.784
Oksbøl Varmeværk,12787111,1000445617,"Industrivej 10, 6840 Oksbøl, Denmark",55.622195,8.289493
Ollerup-Vester Skerninge-Ulbølle Fjernvarme,36678259,,"Svendborgvej 85, 5762 Skerninge, Denmark",55.071871,10.488985
Øster Hornum Varmeværk,15278390,1000894624,"Tingager 11, 9530 Støvring, Denmark",56.931868,9.762721
Øster Toreby Varmeværk,17689800,1001339596,"Agrovej 3, 4800 Nykøbing F, Denmark",54.758,11.825915
Østervraa Varmeværk,20245417,1001521893,"Industrivej 3, 9750 Øster-Vrå, Denmark",57.3417,10.2401
Outrup Varmeværk,11325319,1000217945,"Centrum 2, 6855 Outrup, Denmark",55.720531,8.344088
Ramsing-Lem-Lihme Kraftvarmeværk,17038281,1001210129,"Hasselvej 8, 7860 Spøttrup, Denmark",56.591628,8.79162
Refa Horbelev Fjernvarme,33756488,1000077067,"Søndre Vej 1, 4871 Horbelev",54.818588,12.053318
Rundhøj Fjernvarme,39901811,1001930294,"Holmevej 202, 8270 Højbjerg, Denmark",56.118092,10.176919
Sandved Tornemark Kraftvarmeværk,20137193,1004149664,"Brandholtvej 6A, 4262 Sandved, Denmark",55.255489,11.522774
Sdr. Felding Varmeværk,13363919,1000550228,"Bjergevej 33, 7280 Sønder-Felding, Denmark",55.931538,8.781223
Sdr. Herreds Kraftvarmeværker,16964638,1001193577,"Næssundvej 327, 7960 Karby, Denmark",56.743378,8.602843
Skovsgård Varmeværk,61668713,,"Poststræde 28, 9460 Brovst, Denmark",57.087998,9.492925
Snertinge-Særslev-Føllenslev Energiselskab,18503379,1003462631,"Kirkemosevej 17, 4591 Føllenslev, Denmark",55.723388,11.37496
Taars Varmeværk,64463411,1002190406,"Damhusvej 27, 9830 Tårs, Denmark",57.38961,10.116951
Værløse Varmeværk,10866111,1000295548,"Klostergårdsvej 59, 3500 Værløse, Denmark",55.786677,12.372544
Værum - Ørum Kraftvarmeværk,18476339,1003453013,"c/o Borgergade 6, 8870 Langå, Denmark",56.3903,9.8949
Veddum Skelund Visborg Kraftvarmeværk,18718685,1003535075,"Pejtervej 14, 9560 Hadsund, Denmark",56.772908,10.174197
Vestforbrænding,10866111,1003387416,"Ejby Mosevej 219, 2600 Glostrup, Denmark",55.70648,12.422202
Frederikshavn Varme,30173929,,"Knivholtvej 15, 9900 Frederikshavn, Denmark",57.448786,10.492459
Ørnhøj Grønbjerg Kraftvarmeværk,15320796,1000902719," ""Kjærs Vej 13",56.200982,8.567841
Refa Kettinge Forsyning,34094187,1017369365,"Fuglegårdsvej 10, 4892 Kettinge, Denmark",54.698441,11.711996
Refa Stubbekøbing Fjernvarme,32555063,1015609768,"Sivmosevej 2, 4850 Stubbekøbing, Denmark",54.885686,12.029553
Aabenraa-Rødekro Fjernvarme,36152710,1001742157,"Egelund 60, 6200 Aabenraa, Denmark",55.074371,9.380878
Lolland Varme,00000016,1014453659,"Stavangervej 13, 4900 Nakskov",54.82613,11.15952
Nykøbing Sj. Varmeværk,46917928,1001888952,"Billesvej 10, 4500 Nykøbing Sjælland",55.924993,11.669362
Ulbjerg Kraftvarme,15234784,1000885821,"Håndværkervej 5, 8832 Skals",56.627826,9.350022
Grønhøj Strand,11372732,1019252821,"Ingeborgvej 2, 9480 Løkken",57.331375,9.679128
Pindstrup Fjernvarme,20486015,,"Bøgevej 26, 8550 Ryomgård",56.394258,10.418318
Ellehavegaard Energy,18886499,1027307554,"Ellehavegårdsvej 2, 4800 Nykøbing F",54.805553,11.993406
Struer Energi Fjernvarme,26203333,1008632274,"Jyllandsgade 1, 7600 Struer",56.490679,8.601625
Hjortsvang Fællesvarme,43703560,1028955371,"Vesterbyvej 12, 7160 Tørring",55.885996,9.496903
Manna-Thise Kraftvarmeværk,17737147,1001349371,"Lagunen 6, 9700 Brønderslev, Denmark",57.285168,9.812831
Onsbjerg Varmeværk,26325471,1008780737,"Selsinggaarde 2, 8305 Samsø",55.832769,10.56017
Hvidbjerg Fjernvarme,24557413,1001573152,"Håndværkervej 2, 7790 Thyholm, Denmark",56.648284,8.538707
Vissenbjerg Fjernvarme,27185614,1001609466,"Nyvej 9, 5492 Vissenbjerg",55.387278,10.128458
Assens Fjernvarme Fyn,61877215,1024700972,"Stejlebjergvej 4, 5610 Assens",55.257055,9.910147
Assens Fjernvarme Mariager,27837417,1001620419,"Fabriksvej 5, 9550 Mariager",56.68061,10.067165
Tårnbyforsyning Varme,32667740,1015752390,"Gemmas Alle 39, 2770 Kastrup",55.627935,12.614395
Vonge-Kollemorten Fællesvarme,43608940,1028775179,"Kollemortenvej 13, 7323 Give",55.864211,9.392967
Gylling-Ørting-Falling Kraftvarmeværk,18468840,1003449273,"Persievej 5, 8300 Odder",55.914911,10.145391
Kloster Kraftvarmeværk Amba,16946834,1001190220,"Klostervej 112, 6950 Ringkøbing",56.131121,8.183003
Dagnæs-Bækkelund Varmeværk,00000012,1003161700,"Glentevej 8, 8700 Horsens",55.843846,9.84192
Grindsted El- Og Varmeværk,00000011,1006516498,"Tårnvej 24, 7200 Grindsted",55.761731,8.932975
Ådum Kraftvarmeværk,18515830,1003467062,"Skolegade 23, 6880 Tarm",55.905235,8.524065
Spentrup Varmeværk,43687670,1028843727,"Blichersvej 1, 8981 Spentrup",56.538436,10.036772
E.On Varme Danmark,25215680,1007868916,"Løgismose 1, 3600 Frederikssund",55.843528747558594,12.06087589263916
Haarby Kraft-Varme,25387910,1001582757,"Toftevej 5, 5683 Haarby",55.224114,10.122801
Bioenergi Vest,33154607,1016309164,"Vestkystvej 2, 6950 Ringkøbing",56.119999,8.1194324
Varde Varmeforsyning,32078737,1015145109,"Gl Kærvej 15, 6800 Varde",55.618941,8.457332
Videbæk Varm,33258445,1016419539,"Godthaabsvej 3, 6920 Videbæk",56.091913,8.631093
Verdo Varme Herning,25809807,1010775228,"Miljøvej 6, 7400 Herning",56.121734,9.006449
K/S Difko Lxv,24251020,1006449559,"Halmvænget, 3730 Nexø, Denmark",55.0607111,15.1171258
Ulstrup Kraftvarmeværk,13109710,1000501518,"Fredensvej 6, 8860 Ulstrup",56.389301,9.793236
Sønderborg Fjernvarme,00000018,1012754848,"Nørrekobbel 54, 6400 Sønderborg",54.92323,9.804853
Glumsø Fjernvarme,43824384,1029241380,"Erantisvej 17, 4171 Glumsø",55.351557,11.69294
Spøttrup Fjernvarmeværk,18676710,1001503484,"Kærgårdsvej 2, 7860 Spøttrup",56.64539,8.8095
Cobra Varme,43596713,1028775098,"Egebakken 49, 6818 Årre",55.531122,8.655565
Helle Energi,43597469,1028775144,"Byparken 25, 6800 Varde",55.622273,8.598331
Vejen Varmeværk,57301414,1002060351,"Gørtlervej 4, 6600 Vejen, Denmark",55.463965,9.147176
Vesløs Fjernvarme,17638181,1001329153,"Møllebakvej 4, 7742 Vesløs",57.039543,8.980619
Nørre Aaby Kraftvarmeværk,16838314,1011470390,"Grønnegade 7, 5580 Nørre Aaby",55.460814,9.875414
Sorø Fjernvarme,00000017,1023151355,"Kragelundsvej 12, 4180 Sorø, Denmark",55.461283,11.573434
Vestegnens Kraftvarmeselskab,69330428,1020097708,"Roskildevej 175, 2620 Albertslund",55.661266,12.341921
Ejby Fjernvarmecentral,38226215,1008718500,"Algade 6, 5500 Middelfart",55.5063,9.727933
Kredsløb,00000004,1025109704,"Karen Blixens Boulevard 7, 8220 Brabrand",56.161632,10.134176
Halsnæs Forsyning,32473660,1016115076,"Havnevej 8, 3300 Frederiksværk",55.969392,12.010358
Ulstrup Varmeværk,13109710,1001252921,"Fredensvej 6, 8860 Ulstrup",56.389301,9.793236
Søndbjerg Fjernvarme,20237848,1004197093,"Ballevej 17, 7790 Thyholm",56.620345,8.574571
Eniig City Solutions,00000007,1009261369,"Nordgaden 4, 7400 Herning",56.132427,8.892579
Ravnkilde Kraftvarmeværk,17828843,1001368507,"Skalborgvej 17, 9610 Nørager",56.758017,9.747842
Grundejerf Rønneholtparken,49001312,1001924751,"Ligustervangen 81, 3450 Allerød",55.872105,12.332781
Thyregod Fællesvarme,43538365,1028720404,"Skovlunden 101, 7323 Give",55.902313,9.261431
Gråsten Fjernvarme,00000019,1012754848,"Sønderborg Landevej 3, 6300 Gråsten",54.931628,9.607015
Augustenborg Fjernvarme,00000019,1002096146,"Industrivej 6, 6440 Augustenborg",54.950336,9.888401
Hornsyld Klimavarme,00000013,1026925246,"Søndergade 44, 8783 Hornsyld",55.757205,9.842654
Gedser Fjernvarme,32394817,1020390588,"Smedevej 6, 4874 Gedser",54.578006,11.934482
Rejsby Kraftvarmeværk,19500438,1003843766,"Rejsby Landevej 12B, 6780 Skærbæk",55.235028,8.725414
Skibby Fjernvarme,44473860,1030002225,"Sikavej 15, 4050 Skibby",55.7448,11.967022
FORS Varme Holbæk,33032838,1033033125,"Tåstrup Møllevej 5, 4300 Holbæk, Denmark",55.703953,11.708399
Meløse - St. Lyngby Energiselskab,20276991,1004214940,"Skolevej 7B, 3320 Skævinge",55.936371,12.151458
Aale Fjernvarme,43587854,1028775063,"Aale Bygade 28A, 7160 Tørring",55.887043,9.564467
Lynge-Uggeløse Fjernvarme,44166879,1029530951,"Nøglegårdsvænge 37, 3540 Lynge",55.837425,12.287609
Ry Varmeværk,22950312,1001553645,"Bakkelyvej  3, 8680 Ry, Denmark",56.08341,9.78656
Bjæverskov Fjernvarme,43384414,1028409911,"Nyvej 22, 4632 Bjæverskov",55.459578,12.026435
Fors Varme Roskilde,00000008,1015965963,"Betonvej 12, 4000 Roskilde",55.645789,12.125577
Nørre Broby Varmeværk,29214824,1001426710,"Stationsvej 14, 5672 Broby",55.250831,10.226505
Vester Hjermitslev Varmeværk,13096414,1000499081,"Ths. P. Hejlesvej 3, V. Hjermitslev, 9700 Brønderslev",57.285288,9.75914
Fors Varme Merløse,33033079,1016112662,"Tåstrupvej 11, 4370 Store Merløse",55.550259,11.704542
Hellebæk fjernvarme,10000685,1000002030,"Omgangen 1,3140 Ålsgårde",56.080148,12.519723
Tranebjerg Fjernvarmeværk,21430277,1025483363,"Industrivej 10, 8305 Samsø",55.834855,10.599898
Rye Kraftvarmeværk,18807483,1003568649,"Hjarsbækvej 7, 8680 Ry",56.070192,9.692476