PNummer;Fjernvarmeforsyning;Postnr.;MWhPrisInklMoms;SamletForbugerprisBeboelseslejlighedInklMoms;SamletForbugerprisEnfamilieshusInklMoms;NominelPrisaendring36Mdr;ProcentvisPrisaendring36Mdr;NominelPrisaendring12Mdr;ProcentvisPrisaendring12Mdr;Bemaerkninger
1025109704;AffaldVarme Aarhus Fjernvarme A/S;8220;650;11490;14220;2113;17%;1578,5;12,49%;
1001516452;Agersted Varmeværk;9330;558;10863;13966;3620;35%;-3936,75;-21,99%;
1003267160;Albertslund Varmeværk;2620;762;12323;15175;38;0%;-457,19;-2,92%;
1001414567;Allingåbro Varmeværk A M B A;8961;475;11125;14285;1054;8%;375;2,70%;
1000214727;Als Fjernvarme a.m.b.a.;9560;425;9350;11755;0;0%;0;0,00%;
1001852238;ANDELSSELSKABET MØLHOLM VARMEVÆRK;7100;550;10375;13180;339;3%;0;0,00%;
1000445617;ANDELSSELSKABET OKSBØL VARMEVÆRK;6840;463;10262;13260;1018;8%;452,5;3,53%;
1002907871;ANS FJERNVARMEVÆRK A M B A;8643;600;11228;14281;1018;8%;-2941,25;-17,08%;
1002158896;ANSAGER VARMEVÆRK;6823;375;11700;16788;972;6%;-452,5;-2,62%;
1002330178;Arden Varmeværk;9510;450;9250;12020;1116;10%;-452,5;-3,63%;
1024700972;Assens Fjernvarme (Fyn) Distribution A/S;5610;451;8271;10758;987;10%;409,09;3,95%;
1001620419;Assens Fjernvarme Amba - Jylland;9550;463;11406;14809;-679;-4%;0;0,00%;
1001352177;ASTRUP KRAFTVARMEVÆRK A.M.B.A.;9510;520;15144;16756;6621;65%;0;0,00%;
1002016230;Asaa Fjernvarme;9340;423;9494;12385;1944;19%;-1574,63;-11,28%;
1002096146;Augustenborg Fjernvarme;6440;438;9938;12669;-241;-2%;-1696,88;-11,81%;
1001775537;AULUM FJERNVARME AMBA;7490;400;9713;13565;3690;37%;-1131,25;-7,70%;
1001583674;Auning Varmeværk A M B A**;8963;500;13281;16413;3305;25%;2672,5;19,45%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for december 2017 og evt. januar 2020 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1000707406;Avedøre Fjernvarme AMBA;2650;356;11724;13972;1119;9%;378,8;2,79%;
1010705653;Ballen/Brundby Varmeværk;8305;713;15963;18171;-1330;-7%;0;0,00%;
1001609247;Balling-Rødding Varmeværk A.m.b.a.**;7860;578;10913;14078;80;1%;-35,75;-0,25%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for december 2017 og evt. januar 2020 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1001507375;Bedsted Fjernvarme;7755;600;13234;15541;1393;10%;-452,5;-2,83%;
1001753730;Billund Varmeværk A.m.b.a.;7190;515;9350;11772;-91;-1%;-181;-1,51%;
1001785816;BINDSLEV FJERNVARME A M B A;9881;413;9703;12700;3054;32%;-2398,25;-15,88%;
1001207403;BLENSTRUP KRAFTVARMEVÆRK A.M.B.A.;9520;606;16044;17923;2018;13%;1030,63;6,10%;
1003733569;Blåhøj Energiselskab Amba;7330;438;8281;9981;-259;-3%;1131,25;12,78%;
1002196453;Bogense Forsyningsselskab;5400;338;7344;9421;-679;-7%;0;0,00%;
1011404398;Boligselskabet Viborg - Varmecentralen Houlkær***;8800;477;7902;0;;;;;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype.
1002027401;Boligselskabet Viborg - Vestervang Varmecentral***;8800;477;13440;0;;;;;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype.
1014542643;BORNHOLMS VARME A/S;3700;700;15331;19083;590;3%;0;0,00%;
1000825228;BORUP VARMEVÆRK A M B A;4140;488;9863;13024;472;4%;-47,5;-0,36%;
1003512223;BOULSTRUP-HOU KRAFTVARMEVÆRK AMBA;8300;725;15375;17623;4525;35%;0;0,00%;
1002170663;Bramming Fjernvarme A.m.b.a.;6740;388;8344;11401;2646;30%;-678,75;-5,62%;
1002075632;Brande Fjernvarme Amba;7330;388;9438;12701;2728;27%;0;0,00%;
1001553293;BREDEBRO VARMEVÆRK A M B A;6261;438;8969;11769;2036;21%;-905;-7,14%;
1001727276;Bredsten-Balle Kraftvarmeværk A.m.b.a.;7182;738;13474;17135;1358;9%;-1131,25;-6,19%;
1002097051;Broager Fjernvarmeselskab;6310;494;11281;14474;-1129;-7%;-1128,75;-7,23%;
1001759685;BROVST FJERNVARME ANDELSSELSKAB;9460;500;10625;13550;905;7%;0;0,00%;
1002194760;BRÆDSTRUP FJERNVARME A M B A;8740;281;7063;9516;2263;31%;545,63;6,08%;
1003039566;Brøndby Fjernvarme AMBA;2605;445;8779;11373;-1189;-9%;0;0,00%;
1016879652;Brønderslev Varme A/S;9700;548;10288;12920;-1268;-9%;-226,25;-1,72%;
1003817963;Brøns Kraftvarme A.m.b.a.;6780;575;14100;16483;1810;12%;0;0,00%;
1000584343;BRØRUP FJERNVARME A M B A;6650;313;7250;9731;-679;-7%;-678,75;-6,52%;
1001479025;Bækmarksbro Varmeværk A.m.b.a.;7660;588;12613;15234;-226;-1%;-452,5;-2,88%;
1002074934;BÆLUM VARMEVÆRK AMBA;9574;500;12375;13925;938;7%;-1131,25;-7,51%;
1001503587;Bøvling Varmeværk;7650;525;10925;13593;893;7%;2090;18,17%;
1002166965;Christiansfeld Fjernvarmeselskab A.m.b.A.;6070;481;10188;13398;1378;11%;-1470,63;-9,89%;
1015733949;DIN Forsyning Varme A/S;6715;550;10440;12904;-1797;-12%;-194,06;-1,48%;
1015733949;DIN Forsyning Varme A/S;6715;550;10440;12904;-1797;-12%;-194,06;-1,48%;
1000353842;Dronninglund Fjernvarme;9330;563;10594;13644;2256;20%;-2330,38;-14,59%;
1001773686;Durup Fjernvarme;7870;499;11022;14981;609;4%;-475,13;-3,07%;
1001803425;Dybvad Varmeværk Amba;9352;538;11938;14979;0;0%;452,5;3,12%;
1025580230;E.ON Produktion Danmark A/S - samtlige prod.enheder;2000;600;14581;17595;775;5%;-20,39;-0,12%;
2468246825;E.ON Varme - Distribution;2000;614;11961;15054;116;1%;-1815,2;-10,76%;
1003010765;EBELTOFT FJERNVARMEVÆRK;8400;386;8341;10535;-325;-3%;-162,5;-1,52%;
1021885025;Egebjerg Nærvarme A.M.B.A.;4500;643;13138;16779;0;0%;0;0,00%;
1112223334;Egedal Fjernvarme A/S - Forsyningsområde 2**;3660;413;9313;12516;-1660;-12%;-883,75;-6,60%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for december 2017 og evt. januar 2020 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1000827232;Egtved Varmeværk;6040;650;12531;16128;2715;20%;-339,38;-2,06%;
1003021791;Ejerf Mølleåparken v/adv Lone Refshammer***;1153;764;14339;0;;;;;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype.
1001365764;Ejsing Fjernvarme a.m.b.a.;7830;800;17250;20480;1131;6%;0;0,00%;
1001347598;Ejstrupholm Varmeværk A. m. b. a.;7361;513;12188;13776;2489;22%;-1018,13;-6,88%;
1003594076;Ellehavegaard Energy I/S v/Peter og Inge-Merete Palle Pedersen***;4800;450;0;13945;-1964;-12%;-325;-2,28%;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype.
1015472304;Energi Ikast Varme A/S - Bording Kraftvarmeværk;7430;394;8656;11252;372;3%;-306,88;-2,65%;
1015110437;Engesvang-Moselund Kraftvarmeværk;7430;556;11094;14193;7612;116%;-306,88;-2,12%;
1003276017;Engholm Varmecentral;3450;600;10617;13660;-1238;-8%;0;0,00%;
1002004427;Farsø Varmeværk A M B A;9640;425;9406;11755;0;0%;0;0,00%;
1002899982;FARUM FJERNVARME A M B A;3520;556;10666;13630;2367;21%;-1223,63;-8,24%;
1002329388;Faxe Fjernvarmeselskab;4640;442;8873;11887;458;4%;-73,84;-0,62%;
1003191352;FD Hvidovre  v/EBO Consult A/S;2650;369;12084;14415;1298;10%;342,47;2,43%;
1001381379;FELDBORG KRAFTVARMEVÆRK A.M.B.A.;7540;735;13650;16891;8044;91%;-1606,38;-8,68%;
1001795913;FENSMARK FJERNVARMEVÆRK AMBA;4684;413;8875;11804;-313;-3%;-873,75;-6,89%;
1003311702;FFV Varme A/S;5600;500;9406;11988;2036;20%;-3846,25;-24,29%;
1001067947;Filskov Energiselskab;7200;0;0;0;;;;;
1003315472;Fjernvarme Fyn Distribution A/S;5230;493;8650;10864;622;6%;0;0,00%;
1003161700;Fjernvarme Horsens A.m.b.A;8700;500;9909;12759;-41;0%;129,25;1,02%;
1001339596;FJERNVARMEFORSYNINGEN I Ø TOREBY, TOREBY, SUNDBY OG NAGELSTI AMBA;4800;490;10323;13341;0;0%;0;0,00%;
1001871680;Fjerritslev Fjernvarme;9690;428;9335;12345;353;3%;0,65;0,01%;
1001519542;Flauenskjold Fjernvarme;9330;688;12969;16131;3959;33%;1131,25;7,54%;
1016112816;FORS Varme Holbæk Jyderup A/S;4300;711;13235;16868;0;0%;0;0,00%;
1016112662;FORS Varme Holbæk St. Merløse A/S;4300;723;14088;18252;684;4%;174,91;0,97%;
1015965963;Fors Varme Roskilde A/S;4000;452;9852;13051;152;1%;-1021,46;-7,26%;
1015712852;Forsyning Helsingør Varme;3000;476;12149;15569;-920;-6%;-1,18;-0,01%;
1003045929;FREDERICIA FJERNVARME A.M.B.A;7000;261;6415;8599;-1286;-13%;-651,6;-7,04%;
1001501791;FREDERIKS VARMEVÆRK A M B A;7470;438;10625;14044;1944;16%;812,5;6,14%;
1010272870;Frederiksberg Fjernvarme A/S;2000;565;10206;13228;671;5%;-654,76;-4,72%;
1012874908;FREDERIKSHAVN VARME A/S;9900;488;9969;12786;407;3%;-1221,75;-8,72%;
1003817999;Frifelt-Roager Kraftvarme AMBA;6780;700;17000;20170;0;0%;0;0,00%;
1000881784;Frøstrup Fjernvameværk A M B A;7741;469;12563;15598;-483;-3%;-975,82;-5,89%;
1008759150;FUGLEBJERG FJERNVARMEVÆRK;4250;460;9931;13214;-1035;-7%;-1034,63;-7,26%;
1003452650;Fur Kraftvarmeværk A.m.b.a.;7884;530;12575;14218;-1552;-10%;-215,5;-1,49%;
1018861131;Føns Nærvarme A.m.b.a.;5580;830;16575;22173;1625;8%;0;0,00%;
1001843381;Galten Varmeværk A M B A;8464;331;7985;9637;-339;-3%;-452,5;-4,48%;
1002248681;Gartneres Varmeforsyning i Bellinge - Fangel ApS;5250;442;8110;9719;985;11%;839,33;9,45%;
1002492813;Gartneres Varmeforsyning i Åsum og Langeskov ApS;5250;439;8177;9800;1551;19%;974,86;11,05%;
1002630107;Gartnernes Fjernvarmeforsyning i Odense Nord ApS;5250;444;8555;10255;1229;14%;1006,59;10,88%;
1001349413;Gassum-Hvidsten Kraftvarmeværk;8981;481;13563;16548;9042;120%;1752,5;11,84%;
1001440711;Gauerslund Fjernvarme;7080;450;8969;11739;-679;-5%;0;0,00%;
1001772848;Gedsted Varmeværk;9631;563;12031;15494;625;4%;0;0,00%;
1000509106;GELSTED FJERNVARMECENTRAL;5591;675;13563;17168;453;3%;-678,75;-3,80%;
1003451502;Genner, Hellevad og Hovslund Forende Kraftvarmeværker A.m.b.a.;6230;650;14513;18453;4388;31%;-137,5;-0,74%;
1003262352;Gentofte Fjernvarme;2820;279;11323;13456;606;5%;-398,58;-2,88%;
1007789161;GEV Varme A/S;7200;250;5938;7400;0;0%;0;0,00%;
1008891660;Gilleleje Fjernvarme A M B A;3250;531;10969;14303;0;0%;325;2,33%;
1001770195;GIVE FJERNVARME A M B A;7323;456;8344;10858;3153;41%;-226,25;-2,04%;
1000753087;Gjerlev Fjernvarmeværk A.m.b.a.;8983;475;12750;16423;-1094;-6%;-1094,25;-6,25%;
1001214793;Gjøl Private Kraftvarmeværk A.m.b.a.;9440;700;15500;19545;5883;43%;0;0,00%;
1003264343;Gladsaxe kommunes Fjernvarmeforsyning;2860;279;10649;12694;389;3%;-38;-0,30%;
1001582757;Glamsbjerg-Haarby Varmeværk A.m.b.a.**;5620;463;9250;11921;-346;-3%;0;0,00%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for december 2017 og evt. januar 2020 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1016140941;Glostrup Varme A/S;2600;297;6729;8852;-7602;-46%;-686,35;-7,20%;
1002068790;Glyngøre Fjernvarmeværk;7870;481;11281;14461;599;4%;-532,5;-3,55%;
1001743992;Gram Fjernvarme;6510;738;14625;18974;6449;51%;-905;-4,55%;
1017920967;GRENÅ VARMEVÆRK A M B A;8500;310;6994;9124;-3892;-30%;-633,5;-6,49%;
1017198617;Greve Fjernvarme A.m.b.a.;2670;307;7637;10535;743;8%;-1191,15;-10,16%;
1017380741;Grevinge-Herrestrup Kraftvarme (Odsherred Varme A/S);4571;600;12788;16160;-3975;-20%;-2935;-15,37%;
1001830261;Græsted Fjernvarme A.m.b.a;3230;550;11838;15736;2149;16%;452,5;2,96%;
1025483363;Grøn Varme Samsø A/S - Tranebjerg***;7752;794;14125;17754;;;-1525,25;-7,91%;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype.
1001252921;Gudenådalens Energiselskab A.M.B.A. (Bjerringbro Varmeværk)**;8850;500;11048;13766;1951;17%;-1131,25;-7,59%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for december 2017 og evt. januar 2020 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1015628495;Guldborgsund Varme;4800;553;10881;14140;106;1%;-476,79;-3,26%;
1001519815;Gørding Varmeværk;6690;475;9094;12010;0;0%;0;0,00%;
1003123407;Haderslev Fjernvarme;6100;445;8363;10430;362;4%;0;0,00%;
1007842267;HADERUP KRAFTVARMEVÆRK A.M.B.A.;7540;561;11888;15209;5774;61%;90,63;0,60%;
1002257575;Hadsten Varmeværk;8370;350;8813;9898;0;0%;0;0,00%;
1002116755;HADSUND FJERNVARMEVÆRK;9560;433;10742;12909;-745;-5%;-311,09;-2,35%;
1001392149;Hallund Kraftvarmeværk A.m.b.a.;9700;640;15600;17584;1448;9%;0;0,00%;
1001549704;HALS FJERNVARME A M B A;9370;525;10313;13040;226;2%;0;0,00%;
1016115076;Halsnæs Varme A/S;3300;475;9649;12468;4160;50%;-1583,75;-11,27%;
1001088346;Halvrimmen-Arentsminde Kraftvarmeværk Amba;9460;625;13781;17438;5581;47%;0;0,00%;
1001822672;Hammel Fjernvarme Amba;8450;456;8094;10058;904;10%;678,75;7,24%;
1001555454;HAMMERSHØJ FJERNVARMEVÆRK;8830;575;10688;13983;2149;18%;-791,88;-5,36%;
1001554495;HANSTHOLM VARMEVÆRK A M B A;7730;375;8063;9913;453;5%;-905;-8,37%;
1001018897;HARBOØRE VARMEVÆRK A.M.B.A.       V/J.J. BIRCH;7673;213;5738;7476;0;0%;-452,5;-5,71%;
1001094436;Hashøj Kraftvarmeforsyning A.m.b.a.;4261;640;12686;17043;-181;-1%;-5611;-24,77%;
1002013802;HASLEV FJERNVARME  A M B A;4690;670;13418;17059;1202;8%;518,86;3,14%;
1001121158;Havndal Fjernvarme A.m.b.a.;8970;579;12353;15277;2665;21%;0;0,00%;
1012117112;Havneby Varmeværk A.m.b.a.;6792;844;16375;21122;488;2%;470;2,28%;
1011271355;Hedegårdens Varmecentral I/S  c/o EBO Consult A/S***;2650;310;9206;11100;;;44,77;0,40%;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype.
1001812204;HEDENSTED FJERNVARME;8722;531;11063;14428;-506;-3%;-506,38;-3,39%;
1001011752;Hejnsvig Varmeværk A M B A;7250;375;9500;11488;2518;28%;0;0,00%;
1001830583;Helsinge Fjernvarme;3200;500;10094;13088;-778;-6%;-777,5;-5,61%;
1004482427;HEMMET VARMEVÆRK AMBA;6893;563;12594;15919;-1587;-9%;0;0,00%;
1014558531;HILLERØD VARME A/S;3400;450;10494;11889;996;9%;0;0,00%;
3000000001;HILLERØD VARME A/S - Gørløse Fjernvarme;3400;450;14005;15400;996;7%;0;0,00%;
3000000002;HILLERØD VARME A/S - Meløse-St. Lyngby;3400;450;14814;16209;996;7%;0;0,00%;
3000000003;HILLERØD VARME A/S - Skævinge Fjernvarmeværk;3400;450;13004;16240;996;7%;0;0,00%;
1002895495;HINNERUP FJERNVARME AMBA;8382;408;8066;10532;312;3%;0;0,00%;
1001864776;HIRTSHALS FJERNVARME;9850;481;10734;13944;1923;16%;339,38;2,49%;
1001723737;Hjallerup Fjernvarmeværk;9320;663;12250;15541;1158;8%;-905;-5,50%;
1000379188;HJORDKÆR FJERNVARMEVÆRK AMBA;6230;390;9098;10994;-2565;-19%;-800,13;-6,78%;
1003156575;HJØRRING VARMEFORSYNING;9800;406;8559;10333;1112;12%;224,38;2,22%;
1001810468;HOBRO VARMEVÆRK A M B A;9500;544;9791;12336;904;8%;1068,13;9,48%;
1004416316;HOFOR Fjernvarme P/S;2300;655;11999;14820;-156;-1%;-149,69;-1,00%;
1002146371;Holeby Fjernvarme;4960;474;10838;14074;1954;16%;543;4,01%;
1001789264;Holme-Lundshøj Fjernvarmeværk A M B A;8270;654;11306;14295;1637;13%;370,25;2,66%;
1001747524;Holsted Varmeværk A.m.b.A.;6670;600;12094;15123;1810;14%;-1583,75;-9,48%;
1002996529;Holte Fjernvarme a.m.b.a.;2840;391;8869;12282;-3979;-24%;-1211,5;-8,98%;
1002186009;Hornbæk Fjernvarme A.m.b.a.;3100;645;12616;16382;-390;-2%;0;0,00%;
1001839701;Hornslet Fjernvarmeselskab Amba;8543;688;13164;15501;1881;14%;1202,5;8,41%;
1001550427;Hovedgård Fjernvarme amba;8732;525;11663;15315;-281;-2%;0;0,00%;
1001694623;Hundested Varmeværk A.m.b.a.;3390;746;14506;18745;-325;-2%;0;0,00%;
1003439395;Hundslund-Oldrup Kraftvarmeværk;8350;538;14338;19204;-363;-2%;0;0,00%;
1001845141;Hurup Fjernvarme;7760;450;8825;10895;674;7%;0;0,00%;
1001179217;Hvalpsund Kraftvarmeværk A.m.b.a.;9640;425;13875;15193;905;6%;0;0,00%;
1001847430;Hvalsø Kraftvarmeværk a.m.b.a.;4330;676;12039;15068;2716;22%;0;0,00%;
1001573152;Hvidbjerg Fjernvarme amba;7790;550;10125;12655;453;4%;452,5;3,71%;
1002309201;Hvide Sande Fjernvarme;6960;375;8913;11713;-566;-5%;-565,63;-4,61%;
1002964005;HVIDEBÆK FJERNVARMEFORSYNING;4490;510;10842;14762;-2373;-14%;-650;-4,22%;
1003755808;HYLLINGE-MENSTRUP KRAFTVARMEVÆRKERA M B A;4700;688;15000;20569;1131;6%;1131,25;5,82%;
1002933753;Høje Taastrup Fjernvarme A.m.b.a;2630;527;11035;14332;211;1%;-761,08;-5,04%;
1001505761;Højslev - Nr Søby Fjernvarmeværk;7840;523;10345;13482;337;3%;113,13;0,85%;
1001640777;Høng Varmeværk;4270;625;12094;15442;2324;18%;-226,25;-1,44%;
1000200879;Hørby Varmeværk;9300;450;11891;15039;679;5%;-339,38;-2,21%;
1010102020;I/S Norfors - Fredensborg Fjernvarme;2970;994;18069;22937;0;0%;0;0,00%;
2223334441;I/S Norfors - Nivå Fjernvarme;2970;744;14494;18656;0;0%;0;0,00%;
1003861117;I/S Norfors - Norfors Fjernvarme;2970;744;15298;19906;264;1%;252,38;1,28%;
1003387416;I/S Vestforbrænding Glostrup;2600;310;9162;11055;135;1%;0;0,00%;
1001514308;INGSTRUP FJERNVARME ANDELSSELSKAB;9480;644;18873;20868;2433;13%;1828,75;9,61%;
1003272783;ISHØJ VARMEVÆRK;2635;308;10251;13021;-1827;-12%;-694,54;-5,06%;
1001270473;JELLING VARMEVÆRK;7300;438;8779;11255;994;10%;-1593,13;-12,40%;
1001016250;Jerslev Varmeværk;9740;550;11360;13924;1267;10%;-1991;-12,51%;
1001201570;JETSMARK ENERGIVÆRK AMBA;9490;438;9406;12481;891;8%;-890,63;-6,66%;
1001441676;JÆGERSPRIS KRAFTVARME A.M.B.A;3630;425;10875;12193;3060;34%;-905;-6,91%;
1014794766;KALUNDBORG VARMEFORSYNING A/S;4400;538;11869;16079;-1346;-8%;-307,75;-1,88%;
